0,1,2
6.2088,3.9456,5.0727
4.2157,-3.8738,2.7284
3.7699,-2.5336,2.5095
5.5681,10.681,6.4025
7.6536,20.9867,10.6228
9.6621,22.3287,12.5995
11.224,21.9176,12.5786
9.6969,20.4375,9.7438
3.2563,10.9125,2.9243
-4.6479,-4.9979,-5.0324
-7.4141,-17.3456,-8.8361
-3.7315,-20.8489,-7.4458
-0.1241,-17.626,-5.0662
-1.5303,-12.2267,-4.652
-3.8981,-7.4406,-4.0775
-0.998,-2.0221,-0.3592
5.7698,5.779,5.199
9.8223,13.2085,8.7696
8.6182,15.8353,9.0722
5.7677,13.1762,7.9563
5.5128,9.1899,7.5674
7.8417,8.885,8.5486
9.0082,13.4372,9.3699
7.1829,18.4117,8.0538
5.4069,17.6,5.2131
4.6967,6.7299,1.8144
-0.2285,-12.1495,-3.8989
-9.8442,-25.6327,-10.7256
-13.5434,-20.0581,-11.5578
-5.7659,-3.0488,-4.4035
3.2982,3.5815,2.1649
4.2568,-3.7577,2.163
2.0395,-7.1051,0.4306
3.2265,1.0181,1.7694
4.1018,6.3274,2.7908
0.3492,-0.4726,0.1211
-0.0096,-3.8132,-0.912
0.3715,6.155,3.0109
0.1349,3.7131,1.0887
-2.3765,-6.5357,-4.4598
-5.322,-14.6107,-7.5515
-3.793,-16.9888,-6.0613
1.9063,-10.8596,-1.9243
5.4636,3.2527,2.4149
4.4733,13.7235,5.349
3.2993,12.5745,6.7139
3.6565,8.2566,6.8192
1.2124,6.7398,4.1997
-4.4082,0.1348,-1.5383
-5.9253,-11.3811,-5.6096
-0.9018,-13.1127,-3.991
2.6541,-3.0007,-0.7368
0.2747,1.8605,-1.2094
-2.0607,-6.4314,-3.4876
-1.5593,-15.2355,-4.1688
-3.5502,-12.6137,-4.3703
-7.0461,-1.7438,-3.6837
-2.8508,8.3112,1.474
8.2683,13.3139,8.6912
12.4851,12.6098,9.5373
4.2896,5.8673,2.5763
-4.0774,-3.8015,-3.2525
-2.5065,-8.7502,-2.0863
1.0688,-6.1669,0.1684
-4.2137,-4.0266,-3.9911
-12.5535,-8.7942,-10.963
-11.1855,-13.6706,-11.3257
-1.2776,-9.4793,-4.2465
5.1777,0.5195,2.2175
3.5204,6.3105,3.2626
-0.5491,4.4482,1.4452
-1.7793,-0.1971,0.3018
-0.3343,-1.3924,0.6306
1.0459,0.6481,1.3028
0.1718,-0.8265,0.3784
-1.3479,-5.7982,-1.2589
2.1829,-1.2532,1.8943
12.091,18.4979,11.4972
18.7582,35.4912,18.12
12.1507,29.9372,12.0174
-3.2246,7.8244,-2.1472
-13.7702,-11.2143,-11.6643
-14.7049,-21.6414,-13.0359
-11.9944,-28.817,-12.1242
-9.2547,-29.6612,-10.9426
-4.0873,-17.2912,-5.7563
3.6192,1.4447,3.1368
9.3144,11.3638,9.3324
10.0967,9.9537,8.9176
7.5455,8.991,5.2756
4.57,14.7799,3.7692
2.753,19.1798,4.91
1.7351,13.9778,4.9006
-0.1732,2.601,1.4217
-3.2511,-7.6998,-3.5012
-4.8389,-13.8334,-6.112
-2.9027,-13.6761,-4.7927
0.4673,-7.0537,-1.3157
1.6945,-0.0256,1.1699
0.0401,2.0004,1.2364
-2.3921,0.6442,-0.1195
-2.6867,-1.6798,-1.0505
1.3205,-3.5302,0.3284
8.0576,1.3054,4.7821
11.2709,15.6563,9.3034
7.3385,27.4599,9.2171
2.0829,24.058,5.4635
2.5589,11.6112,3.6883
4.9346,3.1146,3.9929
1.1292,-1.846,0.65
-6.526,-9.7312,-6.4913
-9.2959,-18.7676,-10.8604
-6.0309,-23.0277,-9.5519
-2.1938,-18.6648,-5.1442
0.2778,-4.5151,0.5693
3.7295,12.4477,6.6656
8.9728,19.8299,10.8045
13.5356,17.22,12.2535
14.0938,17.1404,12.7566
9.6507,22.8678,12.1564
2.9811,22.8531,8.2509
-2.0616,10.9294,1.5659
-4.2263,-4.4666,-4.2504
-4.2851,-13.3998,-6.6351
-3.1289,-14.9634,-6.2492
-2.34,-13.6399,-5.5288
-2.7318,-11.2785,-5.2024
-1.2829,-5.0238,-2.5161
4.8837,6.1501,4.2433
11.8764,15.9979,11.0188
13.1859,17.8303,12.8241
9.0501,14.9375,10.833
5.2222,16.6496,9.2983
4.3992,22.6485,8.4239
3.993,19.5562,5.0755
0.9613,0.8675,-1.2775
-3.9714,-17.7949,-6.7208
-6.7589,-18.0491,-7.4801
-4.7694,-6.2114,-4.7462
-0.3003,-2.294,-2.5733
2.8072,-8.3078,-1.7798
4.4886,-8.6758,0.3945
6.8927,2.5199,5.0341
9.3593,14.5577,9.7244
9.1261,18.3472,11.6446
5.8953,15.8875,9.9986
2.2966,11.9846,6.1855
0.6102,8.3552,2.8768
1.3071,6.1734,2.0165
3.5976,6.2864,3.1155
5.3274,6.1827,3.6907
3.9496,1.4569,1.5831
0.0988,-7.6938,-2.2698
-1.839,-13.0535,-3.7639
0.0956,-6.8276,-0.6589
1.5839,5.2272,3.1833
-1.0859,8.8954,2.6324
-3.8612,2.3255,-0.8053
-1.1479,-2.5156,-1.5981
4.0755,-1.3095,0.4868
4.2802,-2.3549,0.6475
-0.5273,-7.8778,-1.9773
-2.8157,-8.4074,-2.7407
0.6833,0.4316,0.5351
-1.0373,0.0742,-1.161
-2.0934,-2.7345,-1.7971
-3.1905,-6.4865,-3.2106
-4.8936,-8.1037,-5.0132
-6.0731,-6.5457,-5.7805
-4.2076,-6.395,-4.6519
-0.1156,-8.5588,-2.188
2.0909,-5.9403,0.7032
1.9151,3.6933,3.4589
2.9423,11.5894,5.246
4.8709,12.1311,5.2283
3.5055,9.7655,3.5968
-0.3233,7.1604,1.2905
-1.1248,1.7997,-0.7318
1.4321,-3.6314,-1.6054
1.6355,-3.3687,-1.5554
-2.9908,-1.5313,-2.6921
-8.2228,-7.9247,-6.332
-9.2602,-19.8214,-9.6233
-5.7957,-21.4894,-7.9632
-0.6745,-6.2448,-1.3375
3.708,12.3158,5.0909
6.8847,18.9993,7.8872
8.8312,16.5665,8.6454
8.0536,15.3836,8.4649
3.3585,14.3622,5.0117
-2.5424,6.8924,-1.4498
-4.8414,-3.1709,-5.3543
-2.6107,-6.4162,-3.3027
0.2914,-3.6344,0.6482
0.0688,-4.4903,0.3666
-3.4992,-11.8481,-4.6303
-7.1203,-17.0936,-8.9432
-6.588,-12.7136,-7.7383
-1.1939,-1.6236,-1.8486
4.3916,7.728,3.6074
4.652,8.7524,4.3317
-0.1774,1.1148,0.882
-3.6557,-6.294,-1.4504
-0.4645,-2.8047,1.4597
6.6512,10.3708,6.8608
9.9158,21.6363,8.7624
6.6084,21.8111,5.9044
1.5614,9.6304,1.548
-1.5023,-6.5835,-2.0741
-4.1424,-12.5945,-4.3252
-6.7612,-7.1455,-4.7423
-6.62,-7.2752,-4.7663
-3.6158,-17.9945,-5.9947
0.0818,-18.7479,-5.4653
3.7243,-1.0356,-0.3389
5.0967,11.211,4.2581
1.5491,3.1231,2.8403
-2.422,-3.2003,0.9577
0.4478,11.8221,6.1211
7.5207,29.8155,12.935
9.131,24.7292,10.6556
2.6951,3.0964,0.3125
-4.8778,-10.6376,-7.4777
-6.9359,-10.7053,-7.6772
-3.9158,-9.2541,-4.5993
-1.4675,-11.8413,-3.5841
-3.2716,-14.1139,-5.4312
-5.724,-13.4846,-6.7699
-2.456,-8.6475,-3.2491
5.3343,2.2671,4.4011
9.2316,13.5173,9.0414
6.0732,15.1724,6.9244
1.7597,9.0521,3.5983
0.4176,5.3492,3.7499
-0.8533,4.0986,3.1953
-4.4088,-1.4267,-2.013
-7.5607,-7.3221,-7.2233
-6.9333,-6.2121,-6.8185
-2.5778,-4.8818,-2.9888
1.9349,-11.9686,-1.1192
2.6864,-17.5181,-1.6782
0.2294,-8.7476,-1.5024
-0.7536,5.4239,0.3472
1.6223,9.1641,2.229
3.5142,5.5167,3.1161
1.8074,5.6566,2.9574
-0.2928,7.557,2.0204
1.2341,4.9065,1.3912
2.9251,1.4631,1.2462
-1.0792,0.1156,-0.6735
-7.568,-5.6675,-4.9822
-8.4928,-16.0668,-7.7302
-4.265,-18.5029,-5.9008
-1.3311,-8.7217,-2.1996
-0.5326,0.0216,-0.4998
1.7229,-0.5334,-0.0323
5.3358,-1.2507,2.3109
6.4946,3.5142,5.6578
2.8171,3.9408,5.2244
-3.1249,-3.5568,0.2381
-5.294,-5.3254,-2.9677
-1.9792,4.5891,-0.4243
1.0282,11.2383,2.5309
-0.243,4.2735,0.339
-1.8441,-4.8079,-3.2176
-0.3267,-3.447,-2.2262
0.923,2.1161,0.858
-1.1686,-0.3431,-0.0152
-3.7113,-9.0826,-4.2275
-3.5765,-12.683,-6.3291
-2.0717,-7.4889,-4.3272
-0.6835,-0.8611,-0.4504
1.5141,0.3853,2.764
3.1022,-2.7447,3.144
-0.1693,-5.664,-0.4399
-6.8379,-6.7107,-5.2197
-8.3834,-7.2371,-6.2172
-2.2953,-7.96,-2.9237
2.4071,-8.5402,-0.4237
-0.1376,-8.4707,-1.5952
-2.9346,-5.9197,-2.6077
0.8085,0.235,0.3439
6.1426,6.9245,4.6224
6.0545,10.3087,5.8624
2.62,9.9415,4.4735
1.5553,7.317,3.5298
3.2943,5.8176,4.1912
4.5596,9.1682,5.5443
3.8696,14.2006,6.0827
2.2069,13.3763,4.8327
0.7585,6.636,2.348
-0.2282,-0.7861,-0.2556
1.148,6.2303,2.2206
1.5825,0.0621,1.4711
2.1851,3.7681,3.279
4.5852,10.6377,6.7546
8.4888,11.4914,9.0217
9.6571,11.2992,8.9246
6.0179,17.1964,7.8125
2.2019,22.1065,6.8156
2.0239,14.8615,4.7431
1.5941,-0.7811,0.278
-3.2386,-9.9392,-4.5808
-8.2437,-7.3237,-6.1508
-6.8707,-2.9471,-3.9845
-0.6886,-3.9584,-1.0392
3.4314,-2.6215,1.1414
4.1625,8.1376,4.103
5.8184,19.2129,8.3866
8.2445,19.1973,10.7497
5.9324,12.1,7.7466
-1.6363,6.4989,0.3533
-7.867,0.0302,-6.9692
-8.4786,-10.2273,-10.2108
-5.5999,-16.1436,-8.0917
-2.7509,-12.3689,-3.2905
-1.2356,-6.9148,-0.7771
-0.1659,-4.4608,-1.0989
2.3643,3.6151,1.4701
5.9762,19.4249,8.9121
7.1517,27.76,13.622
4.8712,18.8984,9.657
2.9305,4.8622,2.5195
2.8531,-0.2047,-0.3519
0.6176,-0.3801,-1.0673
-5.342,-5.2875,-4.7008
-9.4283,-11.0807,-8.6627
-6.7173,-9.6132,-7.566
-0.359,-4.8053,-2.8828
3.0806,-4.0994,0.2322
2.203,-4.7592,1.0953
0.6722,-2.258,2.0188
0.7243,0.1965,3.0771
1.1901,1.2322,3.4439
1.2625,6.4093,3.7924
2.1467,15.37,4.1167
4.2343,18.3895,3.3735
5.2054,12.3758,2.3445
2.7421,5.5538,2.2396
-1.7062,1.3862,1.2054
-4.5719,-6.0046,-2.8666
-5.3412,-16.5146,-7.6629
-5.9629,-20.9942,-9.0527
-5.8371,-16.4208,-6.7158
-3.0647,-8.9975,-3.6518
0.7732,-2.1157,-1.3552
2.9105,4.8617,1.2835
3.9515,8.4824,4.3668
5.3353,5.6038,5.7636
5.6156,2.3038,4.7824
3.1019,5.4512,3.5342
-0.43,10.3119,3.2314
-1.4403,8.8422,2.8768
0.7495,3.1418,1.9913
2.6581,-1.2762,0.7027
0.8834,-5.9568,-1.7907
-3.3554,-12.154,-5.2342
-6.0706,-14.8632,-7.3678
-6.0437,-13.0976,-7.5899
-5.0512,-11.8482,-7.3309
-2.9869,-8.7529,-5.275
2.0024,2.6038,1.2167
7.3779,14.4252,8.437
6.8954,12.7396,8.646
0.5867,2.5804,2.2504
-3.0298,-0.1471,-1.7003
0.9001,3.2891,0.5224
5.8408,0.8589,2.5575
3.4023,-5.4346,-0.627
-4.4444,-7.0249,-5.6576
-8.4856,-8.1005,-7.5578
-5.0602,-14.1312,-6.2803
0.5914,-15.9205,-3.7158
3.3922,-4.9622,0.3072
4.0089,9.3899,5.4724
4.2618,13.1682,8.1594
3.5432,6.4945,5.532
1.5886,-0.5601,0.3015
-0.2647,-1.8998,-2.682
-1.7457,0.1163,-2.8635
-3.8024,-0.5568,-3.238
-5.5934,-5.9752,-4.8239
-4.7628,-11.8555,-5.8783
-1.8798,-14.7755,-5.9233
-1.1406,-16.5131,-6.4126
-3.7619,-16.9203,-6.7366
-4.2384,-10.6679,-3.699
1.6525,2.727,2.91
8.5573,13.269,7.8269
8.6711,12.3339,6.8498
3.9762,5.8036,3.3117
2.1296,6.1196,3.2413
3.3391,12.0461,5.5883
1.9645,9.7453,3.9812
-2.0409,-3.4006,-2.2348
-4.1722,-13.6668,-7.0486
-4.3881,-13.9369,-7.8149
-5.1114,-11.942,-7.166
-4.268,-11.9316,-5.6044
0.537,-8.3967,-1.5565
5.0249,-1.3128,2.3771
3.9261,0.425,1.8941
0.0028,-5.1803,-1.4822
-0.3332,-7.3178,-2.0875
2.928,2.2459,1.8762
4.8698,15.8331,6.636
3.9531,19.1099,7.9938
2.1274,10.0506,5.1887
-0.3255,0.0177,0.5166
-3.7208,-2.9309,-2.8741
-5.3016,-2.2125,-3.1844
-2.5764,-3.4859,-1.3289
1.5448,-6.0892,-0.0698
2.434,-6.7785,-1.0101
0.5863,-6.4758,-3.0903
-1.0109,-8.5867,-5.0481
-3.1167,-12.4401,-7.3371
-6.4574,-13.3266,-9.2461
-6.3615,-8.8188,-7.2706
-0.0802,-0.8803,-0.3562
-1.7037,-0.6111,-0.7166
3.055,-1.2302,0.5037
2.1912,1.518,-0.7503
-2.479,5.9308,-2.9952
-3.6069,5.9812,-2.8956
1.5549,1.0094,0.1284
6.3329,-1.0109,3.0179
3.426,1.5913,2.0943
-4.388,-1.9408,-2.645
-7.8392,-12.6802,-5.9324
-4.4238,-12.6899,-3.0044
-0.8716,4.52,3.0607
-1.3478,17.1683,4.9768
-2.1116,8.3897,1.4846
-0.7191,-7.5954,-2.4273
-0.7285,-11.5886,-4.1404
-3.3749,-8.0238,-5.1204
-3.8441,-8.1322,-4.9966
0.0461,-6.8932,-1.436
3.2586,2.6887,3.5563
1.5648,11.6038,4.4296
-1.9212,10.0952,0.8056
-2.0895,3.9798,-1.4518
0.7241,1.523,0.4506
2.3899,0.4005,2.7135
0.872,-2.9887,1.8662
-2.7368,-5.8925,-1.1629
-6.03,-5.7208,-3.9422
-5.8516,-3.7372,-4.5622
-1.0587,-1.1395,-2.2367
4.0124,2.9323,1.244
3.98,8.7337,3.1368
0.1224,11.7913,3.0173
-2.1192,5.7396,1.7416
-1.4034,-5.7233,-0.41
-0.4859,-8.7404,-2.2711
-0.7246,-0.0365,-2.1619
-1.225,5.7096,-0.6707
-1.2235,-0.616,0.2447
-0.926,-8.9438,-0.1022
-1.0745,-9.6908,-1.4527
-1.6485,-7.0596,-2.8854
-1.157,-4.4486,-2.43
0.6921,1.447,-0.1185
1.0445,6.4341,0.3627
-1.3998,2.5465,-2.1357
-2.4156,-2.5233,-2.3658
1.1884,4.6868,2.7017
4.8605,16.8723,7.0516
3.2806,15.413,4.8322
-0.7703,0.5482,-0.3134
-1.857,-11.3363,-2.493
-0.7245,-12.8313,-2.5679
-0.8834,-9.1237,-3.1795
-1.5534,-4.283,-2.4642
0.0465,2.1799,1.2918
3.0059,9.0098,4.9371
3.9998,10.8678,4.7877
2.4132,3.8654,1.518
0.7587,-6.8459,-1.6073
0.5171,-10.4539,-2.7127
0.441,-4.3754,-2.1726
-0.3259,3.3597,-0.7597
-0.1959,6.7521,1.4358
1.9617,6.9756,3.8221
4.4185,7.0781,5.0571
5.1276,9.117,4.9786
3.9618,11.2464,4.2653
1.2781,6.9018,2.1476
-2.3187,-5.126,-1.9124
-4.6372,-15.6252,-5.3328
-3.9363,-17.2526,-5.443
-1.4402,-11.7153,-3.3621
1.0738,-2.1855,-1.065
3.7783,7.4224,1.7461
6.3004,8.0881,4.4066
6.2481,-2.6588,4.1346
2.9046,-10.3938,1.2679
-0.6063,-1.8213,0.1121
-0.3578,14.755,2.659
4.4827,21.2722,6.1584
9.4839,13.4795,6.8319
7.6106,2.3339,3.2887
-1.4177,-2.0618,-2.0569
-7.9047,-2.3643,-5.0414
-4.8275,-8.0139,-4.7425
2.2871,-16.6207,-3.253
4.7798,-13.4592,-0.9115
2.5567,2.9099,2.5335
0.7883,13.3489,4.5351
1.6458,6.7913,3.382
2.9091,-4.6788,0.9801
1.6841,-7.8014,-1.2264
-0.757,-4.5283,-2.8674
1.1095,-0.0385,-0.983
8.9201,7.2412,6.3367
15.6431,16.7325,13.771
14.0452,19.9458,13.7327
5.9711,11.408,6.2445
-1.1582,-1.4091,-1.4039
-3.5894,-6.6682,-3.8178
-3.834,-4.5433,-3.0265
-5.1464,-6.0788,-3.9993
-5.9023,-13.6373,-6.4227
-2.8251,-15.0482,-5.4634
1.9737,-4.7944,-0.802
3.9716,4.2207,2.2781
3.9195,1.8399,1.7538
4.7819,-2.5055,1.056
5.4433,2.6339,2.2722
4.4139,11.9368,4.1314
3.86,14.5451,5.7251
5.4008,9.6657,6.829
7.3493,1.7816,6.2072
7.1875,-5.2701,3.3386
3.6292,-5.0308,0.3411
-1.2935,5.0091,-0.0783
-2.1322,13.9145,2.1992
2.7086,10.022,4.3815
6.2922,-1.7642,3.3642
2.5699,-8.769,-1.0184
-4.1708,-8.8191,-5.4853
-6.508,-9.1661,-6.9473
-4.6991,-13.0536,-5.6249
-3.3549,-15.186,-3.4041
-3.2297,-10.9456,-1.3618
-2.1778,-4.3185,-0.144
0.2823,-0.3858,0.0083
1.2294,1.7324,2.3404
1.4431,10.5534,3.4107
0.803,13.2807,5.4297
-0.0097,9.0246,6.7685
0.759,3.722,6.2147
2.3825,2.5588,4.4845
1.7061,2.1368,1.7154
-0.9291,-3.0709,-1.9924
-1.4381,-9.0736,-4.2029
0.6949,-6.755,-2.6851
1.947,2.6013,1.0142
1.4526,7.1167,3.6716
1.0287,2.5002,4.3519
0.6453,-1.214,4.1763
-0.241,2.5444,3.6726
-0.28,5.0893,2.2305
1.0071,-0.8909,-0.0029
2.0293,-6.2459,-1.1639
2.3524,-1.2281,0.1555
2.9225,7.0273,2.6393
3.0768,7.7427,3.8218
1.5411,2.62,2.8942
-0.8254,-3.0822,0.3338
-2.6089,-8.6994,-3.0863
-3.4159,-10.2128,-4.9732
-2.582,-2.6772,-2.574
-0.7009,6.4778,2.1579
-0.6795,5.0856,3.7557
-1.9159,-2.8564,2.0529
0.9872,-2.0994,2.7671
7.7728,8.7959,6.6611
9.514,15.0374,7.0915
2.6374,8.6863,1.4535
-3.7131,-1.2835,-3.8919
-1.6871,-3.9594,-3.3353
2.5318,-1.1281,0.0314
-1.1083,-2.8829,-0.6151
-9.3878,-10.9565,-5.6739
-9.9162,-13.7494,-7.8072
-0.7849,-4.2532,-2.6801
6.4493,8.0724,3.9982
5.2477,13.2517,5.4926
2.0094,12.73,3.606
1.895,8.1992,2.7654
1.31,-0.4775,2.5826
-0.746,-4.9807,2.2735
0.9865,0.8622,3.5381
5.2127,6.1631,4.5575
3.1654,0.3372,0.721
-4.8595,-7.5945,-5.9428
-8.3157,-7.4793,-8.5362
-5.0907,-7.8245,-7.3609
-3.9438,-16.2127,-8.3008
-6.1535,-19.9509,-9.78
-3.0437,-8.0154,-4.7575
6.11,7.3749,5.2038
11.154,11.652,11.0923
8.233,11.0411,10.5062
4.3921,15.9482,8.6109
3.2571,19.4392,6.7557
0.2953,10.8745,1.5209
-5.8262,-3.2898,-5.9788
-9.3673,-9.6641,-9.9124
-6.6173,-8.1135,-8.09
-0.4071,-6.4631,-3.1714
4.1475,-5.3959,1.6884
3.6618,-3.7129,2.95
-1.3307,-7.5208,-2.2434
-6.1755,-17.9185,-10.2747
-6.553,-20.9647,-12.4089
-2.891,-7.4839,-6.039
0.7013,8.9525,1.2715
0.8576,12.3498,2.6673
-0.835,8.7062,1.1395
0.8215,10.2223,2.8095
6.0158,12.3538,6.4839
7.7794,8.0955,7.0321
3.1279,5.3242,4.4698
-2.1474,8.992,1.6802
-3.8725,7.4203,-1.9062
-4.5117,-5.9295,-7.0172
-6.0065,-19.0305,-10.9094
-6.9508,-22.5746,-12.1909
-6.3634,-22.2942,-12.3696
-4.4786,-21.1014,-10.685
-2.1719,-12.0589,-5.2225
-0.7162,2.8335,1.347
0.7839,10.0935,4.8818
4.5132,9.4416,6.6212
8.5164,16.0521,9.7072
8.3076,28.4966,11.4022
4.1998,24.5698,6.4084
-0.0844,1.465,-3.4078
-4.0725,-15.1125,-10.3771
-8.5746,-14.4266,-11.7579
-10.6837,-13.8879,-11.301
-7.6096,-19.5627,-10.5646
-2.0335,-15.4714,-7.1629
1.4519,0.6787,-1.7204
2.0702,9.5154,1.4592
1.8128,3.3821,1.3905
1.5191,-2.4992,1.6634
0.6514,3.049,3.9356
-0.1525,11.3185,5.4818
0.9807,10.5917,4.1791
3.214,3.2302,1.3131
2.2601,-1.9306,-1.6603
-2.8291,-4.0162,-5.1111
-6.7093,-7.5449,-8.8085
-5.8033,-11.3196,-10.5334
-2.7508,-9.5155,-8.2725
0.3108,-1.3653,-2.5169
4.2342,7.5206,3.7966
7.222,11.6278,7.3367
5.8808,9.2002,6.9179
1.6038,2.5778,3.966
-1.5996,-2.8852,0.3671
-3.5196,-3.6137,-3.0573
-6.2149,-2.4103,-5.8696
-8.6892,-4.8836,-7.4834
-7.9304,-10.3142,-7.5655
-3.8009,-10.6997,-6.0068
0.7012,-2.8322,-3.1696
3.1026,4.5035,-0.6851
2.9505,2.6502,-0.2945
1.2349,-4.059,-1.4024
-0.1112,-5.533,-1.6469
-0.0836,0.1933,-0.1677
-1.0706,2.4765,0.4236
-4.6928,6.9046,-1.7595
-6.8275,3.7818,-3.5665
-6.6695,-2.0595,-3.3874
-5.4915,-4.1221,-2.1622
-6.1962,-6.0934,-3.9037
-8.7412,-10.9612,-8.3471
-8.0837,-9.8882,-8.6009
-1.547,3.3745,-1.4772
4.9333,17.1095,5.7815
4.3682,16.5461,5.4523
-1.2194,5.2514,0.0483
-4.5958,-3.4483,-3.338
-3.2543,-6.1028,-3.1442
-0.3437,-5.8114,-1.587
1.1485,-1.6722,0.971
1.3978,5.4451,4.4037
2.1751,9.166,6.7506
3.7101,7.8284,6.9208
3.6283,6.5325,5.3395
0.3105,7.2108,2.0845
-3.6105,7.0299,-1.8333
-4.1612,4.4392,-3.7766
-1.824,0.7867,-3.0668
-0.7554,-0.6712,-1.9319
-2.3357,2.4177,-1.4705
-3.4149,6.619,-0.5465
-1.9584,5.2612,0.7628
-0.5852,-2.3876,0.5535
-1.8399,-9.5939,-1.2318
-3.2067,-9.8641,-1.8195
-1.1062,-3.3275,0.2439
2.5281,3.9087,2.596
3.2958,6.5078,2.6839
2.249,5.2678,1.5697
3.4364,3.6984,1.4488
4.6465,2.0776,1.2641
0.3931,-0.7394,-1.2604
-5.8631,-2.4668,-3.8444
-4.559,0.1381,-1.4161
3.4768,5.0769,4.8983
6.6109,6.4984,7.1637
0.9022,2.3271,2.1794
-4.5732,-3.7467,-3.7261
-3.8032,-7.6795,-5.1496
-1.6178,-8.4344,-4.4287
-1.8698,-5.9473,-3.9532
-0.898,0.1979,-0.9909
2.8999,7.2607,4.6133
4.5835,7.9956,6.5418
2.3473,0.5894,2.201
1.2913,-3.908,-1.5295
2.9575,2.1633,-0.0178
1.5722,6.8189,0.8446
-4.0358,-1.1322,-3.1919
-5.6673,-8.5764,-5.0814
0.8289,-1.1949,0.6254
7.2874,8.1561,6.3809
4.9338,2.4094,3.7355
-2.6448,-9.2466,-2.9329
-4.9164,-10.1094,-4.372
-0.1896,-4.3567,-0.9322
2.4136,-4.1517,0.2685
-1.0563,-6.8766,-1.5913
-3.3117,-4.66,-1.5191
-0.8446,-1.302,0.0165
0.4097,-2.9857,-1.4106
-0.7663,-5.1689,-3.7059
1.8001,-2.0,-1.5749
7.7186,3.8693,3.5057
9.7228,9.7731,6.8506
6.9724,16.7953,8.2487
4.6979,19.9225,8.5182
3.3056,11.8678,5.6372
-0.3487,-1.3695,-0.1335
-4.8503,-8.3386,-4.6748
-7.1027,-12.1069,-6.9695
-8.3721,-20.7249,-9.9325
-9.6763,-27.6815,-12.8575
-7.3712,-24.5039,-11.5926
-0.361,-17.4056,-6.5574
5.3469,-11.6751,-1.9802
5.9523,-0.3674,1.7588
6.0614,15.7894,6.6958
9.2032,21.3376,10.5724
10.4171,11.6243,9.4821
4.9558,2.2411,4.6987
-2.8824,3.0155,0.5392
-5.686,3.7986,-1.8513
-2.9095,-4.6715,-4.1231
-0.4334,-15.01,-6.8497
-1.867,-18.1471,-8.7562
-3.752,-17.1761,-8.185
-1.4831,-16.4216,-4.8635
2.921,-11.5651,-0.6778
4.2758,-0.1879,2.3603
2.8921,9.5292,3.9839
3.045,8.9949,4.2499
5.2234,1.4824,3.0505
6.1716,-1.808,1.984
4.2122,3.3255,2.5723
0.421,8.324,2.8152
-2.4814,5.0863,0.4794
-1.5821,-2.5246,-2.3824
1.4797,-8.8823,-3.7384
0.1151,-15.9393,-5.7703
-6.7992,-21.9395,-9.0443
-10.3287,-18.5466,-9.2073
-4.378,-8.2356,-4.6124
4.8599,-3.7391,0.2557
8.6334,-5.9817,2.1063
6.5452,-4.1537,2.304
3.4262,3.1124,2.2748
2.3138,7.2759,1.975
3.1483,7.1755,2.2869
4.1523,8.8048,3.8323
3.4308,11.4408,4.6007
0.8982,8.0752,2.3145
-1.841,-3.0136,-2.2832
-3.8929,-15.4809,-6.5574
-5.4962,-21.2788,-8.5121
-5.8584,-17.7121,-7.4453
-3.2862,-9.9796,-4.1825
2.0483,-3.9184,-0.4244
7.5045,1.7239,2.9814
9.8386,8.0978,5.2637
6.9977,8.2792,4.2577
-0.0771,-1.4081,-0.5403
1.4256,3.8337,1.9236
-4.5193,3.2063,-1.229
-4.8425,-0.3096,-2.6535
-3.0028,-4.3704,-3.0098
-4.004,-5.7965,-3.6005
-5.1107,-4.9439,-3.4576
-1.9415,-3.2928,-1.0417
3.4473,-1.0235,2.3641
7.3925,2.136,4.4543
9.5719,5.847,5.3199
8.9456,9.2954,5.9866
4.1812,11.4779,6.044
-0.674,10.9071,4.821
-1.1085,7.0772,2.5322
-0.6035,2.6288,-0.3578
-3.9895,-0.3673,-3.1892
-7.6014,-4.7744,-5.1259
-6.1627,-12.013,-6.1042
-2.5032,-15.7901,-6.5463
-1.1009,-10.4098,-5.6122
0.3856,1.1471,-1.5056
4.9647,12.88,5.2298
8.9878,20.2536,10.2342
8.0806,18.1697,9.6485
4.864,7.239,5.6277
4.6404,-0.1329,4.2879
6.5763,5.4825,7.1152
5.0519,13.8328,8.3276
-1.0852,8.1904,3.2652
-6.797,-8.9839,-4.6715
-8.7774,-18.7561,-8.9095
-8.3174,-12.5324,-7.9241
-6.0547,-1.8988,-5.0691
-1.4631,0.547,-3.0842
2.7098,-3.2981,-2.1182
2.8837,-6.0837,-1.5802
0.7082,-5.7699,-0.9354
0.9637,-0.6288,1.0462
4.7702,11.3477,5.0779
8.2815,22.057,8.8064
7.1939,19.0583,8.5496
2.1265,5.5961,4.7948
-1.3351,-2.6705,1.9869
-0.8779,-1.8217,1.1342
-1.7602,-1.7316,-1.6234
-6.5683,-4.6525,-6.3238
-8.16,-3.1087,-6.9411
-2.0558,0.1047,-2.3145
3.6633,-6.3695,-0.0534
1.1073,-17.7996,-3.8195
-4.5843,-15.9576,-6.6835
-4.3756,0.0392,-3.0081
1.3783,11.4696,3.0695
5.7651,9.8858,5.8221
5.1125,4.2435,5.3371
1.9444,1.4184,4.0535
1.1549,1.7037,3.4183
3.3784,5.3792,3.7141
2.9434,7.5955,2.6066
-2.8623,1.0033,-1.8597
